word,toxic
ตลกอ่ะ โป๊ะโดยตัวเอง555,6
ขออนุญาตแคปเจอร์ไปโพสต์ต่อได้มั้ยคะ,1
"บางทีการย้าย เขาก็แค่ยากลองอะไรใหม่ๆบ้างหรือป่าว ยุคนี้สมัยนี้ช่องที่ทำละครเยอะมาก เยอะกว่าสมัยก่อนที่มี 3,5,7,9 การที่นักแสดงหรือผู้จัดจะย้ายช่อง หรือผันตัวเป็นอิสระ มันง่ายดายมากเลยในสมัยนี้",1
ดูความหน้าหม้อของมันจากรูปเลยจ้า,4
"ไม่มีสมองก็บอกเหอะ อย่ามาอวดว่าตัวเองมีตั้ง 84,000",5
อย่าสันดานตัวเองมายัดเยียดคนอื่น สงสารลูกหลานคุณในอนาคตนะ มีผู้ใหญ่ปัญญาทึบแบบนี้,5
ชีวิตเขาเป็นผู้หญิง แกร่งก็ไม่ได้ แกล้งโง่ ผมสั้น,5
เพราะเขาทำตัวแบบนั้นไงนิสัยขยะจริงๆ,4
เขาไม่น่าจะมีนะ สมองน่ะ,6
ขออนุญาตประจานร้าน Classic Gameshop นะครับ สั่ง ภาค Shield ได้ภาค Sword จ้า เหนื่อยใจจริงๆ ส่งของก็ช้ากว่าชาวบ้าน พอส่งมายังส่งผิดอีก,4
มัวแต่เล่นโทรศัพท์แบบนี้น่ะหรอลงประธานนักเรียน,2
เห็นว่าพ่อค้านายทุนกดขี่ข่มเหงราษฎรแหละ,4
เสียใจว่ะ,1
ถ้ารวยแล้วสันดานงี้ไม่มีใครมานั่งอิจฉามึงหรอก อย่าสำคัญหนังหน้า,4
เหมาะแก่การเอาไปทำมีม “เวลาเจออินั่นตอแหลใส่” มากกกก,2
อยากใกล้ชิดขนาดนอนยังฝันว่าจับนมเธอ,3
แบบนี้ี่ต้องฆ่ามัน,3
เค้าที่จะเอาหนังสัตว์มาทำกระเป๋านะ​ แอ๊บ อวดผัว​ ดูเพื่อนในกลุ่มคือไปพักน้า​,4
นี่เรียกเก่งแล้วหรอ,6
ขอแคปไปลง ig story นะคะ,1
อยากได้วาปไอ้พวกเหี้ยนี้จริง,6
พุงบัง เอาเข้าไม่ได้,3
ต้องหลอนยาบ้าขนาดไหน ถึงจะเพ้อได้ขนาดนี้,6
อีนั่นทำไม่ได้หรอก,5
ผู้ชาย sensitive ไม่ผิดนะ อยากออกมาเรียกร้องเหมือนกัน ก็เพราะ toxic masculinity เฮงซวยอีกเช่นกันที่บอกผู้ชายต้องเข้มแข็งห้ามอ่อนแอห้ามร้องไห้ บางคนแสดงท่าทางอ่อนแออ่อนหวานอ่อนโยนหน่อยก็โดนคนนิสัยไม่ดีล้อว่าเป็นตุ๊ด โฮโมโฟบไปอีก ความจริงหญิงและชายเรามีศัตรูเดียวกันนะ คือ Patriarchy,1
คออ่อนกะเดะแดรก,6
เขาไม่ได้โง่จ้า แค่ไม่มีสมองตั้งแต่แรก,4
เขานิสัยคือต่ำตมขั้นสุดอ่ะ,5
มันเป็นพวกสลิ่ม,2
ถ้าขนาดนี้ก้พร้อมอ้าให้เลย,3
